,purchase_date,item_name,item_price,customer_name,purchase_month
2120,2019-01-06 03:45:00,상품H,800.0,김우영,201901
814,2019-04-07 12:49:00,상품H,800.0,김지환,201904
65,2019-03-28 07:57:00,상품H,800.0,정준기,201903
2847,2019-07-04 15:15:00,상품H,800.0,김현준,201907
1165,2019-04-24 22:09:00,상품H,800.0,김태준,201904
2721,2019-07-17 23:10:00,상품H,800.0,김승훈,201907
1378,2019-03-30 07:28:00,상품H,800.0,김성준,201903
1242,2019-02-08 16:06:00,상품H,800.0,김하람,201902
345,2019-03-12 16:21:00,상품H,800.0,김수현,201903
2479,2019-07-26 05:50:00,상품H,800.0,김승빈,201907
2251,2019-05-29 12:43:00,상품H,800.0,김하랑,201905
2863,2019-01-25 23:42:00,상품H,800.0,김재우,201901
2952,2019-02-21 17:39:00,상품H,800.0,김승준,201902
2631,2019-03-06 03:59:00,상품H,800.0,김도현,201903
2095,2019-02-24 22:04:00,상품H,800.0,김유빈,201902
1239,2019-06-13 02:52:00,상품H,800.0,김은혁,201906
755,2019-05-18 19:13:00,상품H,800.0,김동현,201905
1347,2019-02-28 13:56:00,상품H,800.0,김준후,201902
1997,2019-01-21 22:18:00,상품H,800.0,김현수,201901
809,2019-01-20 10:07:00,상품H,800.0,김지안,201901
2878,2019-07-17 01:39:00,상품H,800.0,김지혁,201907
2016,2019-01-27 22:04:00,상품H,800.0,김지용,201901
1990,2019-01-19 04:47:00,상품H,800.0,김승원,201901
1983,2019-05-04 03:50:00,상품H,800.0,김주영,201905
1982,2019-04-09 01:30:00,상품H,800.0,김지오,201904
633,2019-03-27 16:08:00,상품H,800.0,김현승,201903
1364,2019-07-22 01:52:00,상품H,800.0,김하진,201907
749,2019-06-04 17:12:00,상품H,800.0,김정훈,201906
1569,2019-07-04 14:46:00,상품H,800.0,김정현,201907
2093,2019-05-08 12:46:00,상품H,800.0,김시온,201905
1558,2019-07-11 09:59:00,상품H,800.0,김도영,201907
1731,2019-05-25 03:00:00,상품H,800.0,김지환,201905
1296,2019-06-10 22:37:00,상품H,800.0,김민건,201906
1564,2019-02-07 13:58:00,상품H,800.0,김현승,201902
311,2019-03-07 00:57:00,상품H,800.0,김준석,201903
1713,2019-02-06 14:09:00,상품H,800.0,김강현,201902
2236,2019-05-29 14:18:00,상품H,800.0,김범준,201905
1503,2019-02-10 16:36:00,상품H,800.0,김정훈,201902
1392,2019-04-16 01:17:00,상품H,800.0,김유준,201904
2538,2019-07-04 17:34:00,상품H,800.0,정준기,201907
1905,2019-02-15 12:25:00,상품H,800.0,김재현,201902
1395,2019-07-23 23:43:00,상품H,800.0,김예성,201907
2917,2019-01-13 19:15:00,상품H,800.0,김현승,201901
2240,2019-06-13 05:05:00,상품H,800.0,김우찬,201906
863,2019-05-14 00:57:00,상품H,800.0,김세현,201905
2242,2019-07-02 21:38:00,상품H,800.0,김윤호,201907
2428,2019-01-13 19:34:00,상품H,800.0,김찬영,201901
1146,2019-06-22 00:59:00,상품H,800.0,김승후,201906
1124,2019-04-10 19:08:00,상품H,800.0,김세현,201904
94,2019-03-19 10:16:00,상품H,800.0,김성민,201903
1270,2019-07-09 19:18:00,상품H,800.0,김승찬,201907
1593,2019-05-16 00:55:00,상품H,800.0,김시윤,201905
2825,2019-03-14 05:32:00,상품H,800.0,김현서,201903
668,2019-04-08 10:11:00,상품H,800.0,김유진,201904
398,2019-03-17 17:12:00,상품H,800.0,김민기,201903
2659,2019-01-20 21:31:00,상품H,800.0,김재현,201901
1796,2019-01-04 21:26:00,상품I,900.0,김민석,201901
1040,2019-02-02 21:22:00,상품I,900.0,김영준,201902
1333,2019-03-09 20:15:00,상품I,900.0,김상민,201903
2557,2019-07-16 02:39:00,상품I,900.0,김시온,201907
1465,2019-01-26 08:04:00,상품I,900.0,김수호,201901
1553,2019-06-10 17:48:00,상품I,900.0,김성민,201906
2516,2019-06-08 04:35:00,상품I,900.0,김태윤,201906
2478,2019-06-06 14:21:00,상품I,900.0,김정후,201906
1586,2019-06-12 22:11:00,상품I,900.0,김태양,201906
1464,2019-03-18 03:18:00,상품I,900.0,김수현,201903
2517,2019-02-23 14:38:00,상품I,900.0,김주호,201902
1255,2019-02-17 18:37:00,상품I,900.0,김성우,201902
1628,2019-06-12 10:17:00,상품I,900.0,김은율,201906
1022,2019-03-04 17:32:00,상품I,900.0,김준영,201903
1594,2019-03-06 06:59:00,상품I,900.0,김지우,201903
2499,2019-06-11 04:51:00,상품I,900.0,김지완,201906
2633,2019-03-05 21:18:00,상품I,900.0,김주원,201903
2661,2019-01-29 12:21:00,상품I,900.0,김준영,201901
1034,2019-05-25 17:26:00,상품I,900.0,김태영,201905
1399,2019-04-19 18:20:00,상품I,900.0,김하민,201904
269,2019-07-22 09:18:00,상품I,900.0,김범준,201907
1644,2019-07-05 22:02:00,상품I,900.0,김지환,201907
1766,2019-06-22 09:14:00,상품I,900.0,김도원,201906
2591,2019-07-24 21:04:00,상품I,900.0,김주현,201907
218,2019-01-25 19:02:00,상품I,900.0,김주호,201901
352,2019-07-05 14:39:00,상품I,900.0,김지훈,201907
1142,2019-01-10 16:33:00,상품I,900.0,김현우,201901
1512,2019-02-11 03:14:00,상품I,900.0,김은성,201902
87,2019-04-15 18:12:00,상품I,900.0,김재우,201904
1747,2019-05-10 07:27:00,상품I,900.0,김정원,201905
2423,2019-05-14 17:14:00,상품I,900.0,김승윤,201905
2737,2019-01-09 01:40:00,상품I,900.0,김승후,201901
1109,2019-05-02 03:07:00,상품I,900.0,김연준,201905
1110,2019-04-20 04:37:00,상품I,900.0,김은혁,201904
2738,2019-02-09 18:08:00,상품I,900.0,김승환,201902
359,2019-06-20 12:38:00,상품I,900.0,김동현,201906
1098,2019-06-22 03:44:00,상품I,900.0,김도윤,201906
2674,2019-05-07 18:44:00,상품I,900.0,김하율,201905
1079,2019-01-13 23:23:00,상품I,900.0,김서윤,201901
1714,2019-01-08 10:22:00,상품I,900.0,김대현,201901
1232,2019-04-20 20:27:00,상품I,900.0,김수혁,201904
2629,2019-06-22 08:42:00,상품I,900.0,김주호,201906
2680,2019-04-30 21:08:00,상품I,900.0,김연준,201904
1539,2019-04-21 19:10:00,상품I,900.0,김규민,201904
1538,2019-04-04 01:53:00,상품I,900.0,김현석,201904
54,2019-04-19 18:15:00,상품I,900.0,김지우,201904
1496,2019-05-16 21:50:00,상품I,900.0,김서후,201905
1657,2019-01-21 12:41:00,상품I,900.0,김지호,201901
2744,2019-03-14 09:52:00,상품I,900.0,김성민,201903
1065,2019-04-19 23:56:00,상품I,900.0,김지성,201904
2445,2019-04-09 11:33:00,상품I,900.0,김수호,201904
63,2019-06-25 16:31:00,상품I,900.0,김재훈,201906
1421,2019-07-14 06:42:00,상품I,900.0,김주안,201907
1420,2019-07-17 17:56:00,상품I,900.0,김승윤,201907
1662,2019-04-30 21:26:00,상품I,900.0,김재윤,201904
1711,2019-06-25 07:31:00,상품I,900.0,김유진,201906
2208,2019-07-22 16:22:00,상품I,900.0,김시윤,201907
1834,2019-07-12 03:00:00,상품I,900.0,김진우,201907
1919,2019-02-04 06:10:00,상품I,900.0,김하람,201902
650,2019-03-28 16:47:00,상품I,900.0,정준기,201903
2937,2019-01-26 08:24:00,상품I,900.0,김수호,201901
638,2019-04-26 02:54:00,상품I,900.0,김상현,201904
882,2019-06-28 21:54:00,상품I,900.0,김유찬,201906
609,2019-02-08 08:08:00,상품I,900.0,김수혁,201902
1897,2019-02-16 08:41:00,상품I,900.0,김강현,201902
463,2019-05-29 00:50:00,상품I,900.0,김지민,201905
17,2019-04-06 12:00:00,상품I,900.0,김상현,201904
399,2019-04-25 08:12:00,상품I,900.0,김준서,201904
2137,2019-03-16 04:47:00,상품I,900.0,김준호,201903
571,2019-03-07 04:37:00,상품I,900.0,김시율,201903
569,2019-07-25 15:42:00,상품I,900.0,김도경,201907
553,2019-06-21 03:36:00,상품I,900.0,김은혁,201906
549,2019-07-03 21:50:00,상품I,900.0,김준형,201907
2809,2019-06-12 21:15:00,상품I,900.0,김준석,201906
2373,2019-01-22 10:07:00,상품I,900.0,김승윤,201901
2160,2019-01-12 07:59:00,상품I,900.0,김수호,201901
902,2019-07-15 21:28:00,상품I,900.0,김동현,201907
2801,2019-04-27 11:58:00,상품I,900.0,김정훈,201904
2079,2019-05-10 20:49:00,상품I,900.0,김도율,201905
2914,2019-07-11 05:23:00,상품I,900.0,김준영,201907
2017,2019-04-24 18:49:00,상품I,900.0,김도영,201904
2008,2019-01-27 04:05:00,상품I,900.0,김태우,201901
2007,2019-01-02 09:57:00,상품I,900.0,김지호,201901
1015,2019-06-04 15:09:00,상품I,900.0,김민재,201906
765,2019-03-08 02:37:00,상품I,900.0,김승빈,201903
2313,2019-02-13 04:32:00,상품I,900.0,김태인,201902
774,2019-05-16 15:17:00,상품I,900.0,김하윤,201905
2296,2019-07-11 06:43:00,상품I,900.0,김하율,201907
688,2019-05-30 03:58:00,상품I,900.0,김윤성,201905
1987,2019-04-08 17:38:00,상품I,900.0,김하랑,201904
792,2019-05-14 13:44:00,상품I,900.0,김준희,201905
2325,2019-01-19 19:19:00,상품I,900.0,김준후,201901
2900,2019-07-24 07:57:00,상품I,900.0,김은호,201907
2901,2019-07-29 20:46:00,상품I,900.0,김도경,201907
1965,2019-03-29 05:27:00,상품I,900.0,김유찬,201903
122,2019-02-01 04:53:00,상품I,900.0,김지용,201902
184,2019-04-02 05:54:00,상품I,900.0,김연호,201904
2282,2019-02-02 01:34:00,상품I,900.0,김가온,201902
134,2019-03-17 13:26:00,상품I,900.0,김태양,201903
200,2019-06-17 19:05:00,상품I,900.0,김현승,201906
621,2019-05-02 12:25:00,상품I,900.0,김승찬,201905
1841,2019-07-05 13:25:00,상품I,900.0,김성훈,201907
108,2019-05-30 06:31:00,상품I,900.0,김지혁,201905
1812,2019-02-27 20:47:00,상품I,900.0,김재윤,201902
995,2019-01-26 17:51:00,상품I,900.0,김시율,201901
991,2019-05-17 13:47:00,상품I,900.0,김성현,201905
151,2019-01-05 04:10:00,상품I,900.0,김우현,201901
1827,2019-05-01 05:48:00,상품I,900.0,김은호,201905
110,2019-07-19 02:16:00,상품I,900.0,김재현,201907
1462,2019-05-14 12:56:00,상품I,900.0,김성우,201905
382,2019-01-30 18:53:00,상품I,900.0,김주영,201901
968,2019-06-26 14:31:00,상품I,900.0,김이안,201906
2222,2019-07-06 17:35:00,상품I,900.0,김준성,201907
756,2019-06-18 23:57:00,상품I,900.0,김태인,201906
286,2019-05-20 12:16:00,상품J,1000.0,김동현,201905
716,2019-07-31 10:23:00,상품J,1000.0,김규민,201907
1297,2019-02-15 20:50:00,상품J,1000.0,김시율,201902
2048,2019-03-02 00:44:00,상품J,1000.0,김준서,201903
2766,2019-07-07 10:31:00,상품J,1000.0,김태경,201907
1825,2019-04-23 20:39:00,상품J,1000.0,김호준,201904
2442,2019-01-06 16:19:00,상품J,1000.0,김유빈,201901
2507,2019-07-07 09:51:00,상품J,1000.0,김지오,201907
830,2019-06-26 04:00:00,상품J,1000.0,김유빈,201906
1691,2019-02-15 02:15:00,상품J,1000.0,김도하,201902
1035,2019-04-13 00:19:00,상품J,1000.0,김태훈,201904
695,2019-01-18 04:19:00,상품J,1000.0,김경민,201901
1567,2019-02-24 23:31:00,상품J,1000.0,김성윤,201902
2637,2019-07-11 20:25:00,상품J,1000.0,김우빈,201907
1701,2019-07-16 09:34:00,상품J,1000.0,김예성,201907
840,2019-06-27 11:24:00,상품J,1000.0,김도윤,201906
344,2019-01-28 10:23:00,상품J,1000.0,김준호,201901
2085,2019-01-19 16:56:00,상품J,1000.0,김성민,201901
666,2019-07-09 12:15:00,상품J,1000.0,김준석,201907
1932,2019-06-21 10:42:00,상품J,1000.0,김도원,201906
845,2019-07-30 09:08:00,상품J,1000.0,김태양,201907
848,2019-07-09 17:04:00,상품J,1000.0,김태인,201907
1928,2019-01-09 23:02:00,상품J,1000.0,김서후,201901
982,2019-03-28 18:22:00,상품J,1000.0,김우주,201903
74,2019-06-17 02:32:00,상품J,1000.0,김태민,201906
2092,2019-01-01 15:47:00,상품J,1000.0,김동욱,201901
1547,2019-07-11 07:01:00,상품J,1000.0,김준후,201907
2932,2019-06-14 21:48:00,상품J,1000.0,김하윤,201906
281,2019-01-30 06:49:00,상품J,1000.0,김가온,201901
2190,2019-02-05 17:26:00,상품J,1000.0,김찬영,201902
1292,2019-04-28 14:54:00,상품J,1000.0,김현성,201904
2943,2019-03-25 18:43:00,상품J,1000.0,김민서,201903
1959,2019-05-26 22:51:00,상품J,1000.0,김재훈,201905
2503,2019-03-20 07:55:00,상품J,1000.0,김지용,201903
2211,2019-07-13 17:23:00,상품J,1000.0,김재희,201907
2212,2019-06-19 20:07:00,상품J,1000.0,김현승,201906
2569,2019-05-23 16:40:00,상품J,1000.0,김지후,201905
2311,2019-07-22 08:49:00,상품J,1000.0,김준우,201907
1429,2019-03-21 07:53:00,상품J,1000.0,김성빈,201903
428,2019-06-20 09:00:00,상품J,1000.0,김연준,201906
2890,2019-01-18 20:25:00,상품J,1000.0,김지율,201901
2376,2019-04-20 06:26:00,상품J,1000.0,김준형,201904
739,2019-04-09 03:38:00,상품J,1000.0,김지성,201904
777,2019-07-20 23:37:00,상품J,1000.0,김성우,201907
2302,2019-05-26 08:01:00,상품J,1000.0,김도윤,201905
2658,2019-06-27 13:43:00,상품J,1000.0,김재훈,201906
1224,2019-02-04 13:22:00,상품J,1000.0,김주호,201902
1619,2019-06-23 02:00:00,상품J,1000.0,김주혁,201906
998,2019-01-25 14:35:00,상품J,1000.0,김태양,201901
790,2019-01-10 02:06:00,상품J,1000.0,김강민,201901
168,2019-07-10 16:09:00,상품J,1000.0,김서후,201907
1617,2019-02-08 07:02:00,상품J,1000.0,김서율,201902
2871,2019-02-13 09:17:00,상품J,1000.0,김태양,201902
2198,2019-05-16 18:31:00,상품J,1000.0,김준후,201905
2453,2019-07-10 15:01:00,상품J,1000.0,김태영,201907
2653,2019-03-28 10:55:00,상품J,1000.0,김민서,201903
1979,2019-02-19 16:07:00,상품J,1000.0,김시율,201902
1280,2019-02-21 10:04:00,상품J,1000.0,김민우,201902
2496,2019-06-19 07:16:00,상품J,1000.0,김태우,201906
1969,2019-04-06 18:09:00,상품J,1000.0,김주혁,201904
955,2019-01-10 21:39:00,상품J,1000.0,김민서,201901
989,2019-03-18 02:54:00,상품J,1000.0,김태영,201903
2042,2019-06-08 07:07:00,상품J,1000.0,김진우,201906
2859,2019-06-08 12:03:00,상품J,1000.0,김서윤,201906
2106,2019-06-20 17:47:00,상품J,1000.0,김태영,201906
1153,2019-07-15 22:51:00,상품J,1000.0,김시환,201907
2369,2019-03-19 16:33:00,상품J,1000.0,김지용,201903
891,2019-03-10 01:46:00,상품J,1000.0,김주현,201903
2763,2019-07-11 18:05:00,상품J,1000.0,김지오,201907
1522,2019-05-17 20:24:00,상품J,1000.0,김성현,201905
565,2019-03-18 20:22:00,상품J,1000.0,김재희,201903
1052,2019-06-03 12:10:00,상품J,1000.0,김은혁,201906
464,2019-04-28 15:19:00,상품J,1000.0,김재호,201904
914,2019-02-25 16:24:00,상품J,1000.0,김태윤,201902
1376,2019-05-21 01:30:00,상품J,1000.0,김지혁,201905
1093,2019-01-21 00:34:00,상품J,1000.0,김수혁,201901
1117,2019-04-11 22:21:00,상품J,1000.0,김은성,201904
397,2019-01-29 22:01:00,상품J,1000.0,김윤우,201901
467,2019-01-19 03:04:00,상품J,1000.0,김수현,201901
2129,2019-01-12 16:49:00,상품J,1000.0,김현석,201901
2531,2019-06-17 10:26:00,상품J,1000.0,김승윤,201906
1384,2019-07-01 01:09:00,상품J,1000.0,김하랑,201907
2229,2019-07-09 23:55:00,상품J,1000.0,김시온,201907
1782,2019-06-26 01:54:00,상품J,1000.0,김은호,201906
541,2019-01-30 01:07:00,상품J,1000.0,김찬영,201901
220,2019-06-15 10:43:00,상품J,1000.0,김지율,201906
225,2019-03-02 19:49:00,상품J,1000.0,김태경,201903
221,2019-03-27 23:49:00,상품J,1000.0,김은우,201903
2142,2019-07-02 12:29:00,상품J,1000.0,김도율,201907
912,2019-06-12 00:11:00,상품J,1000.0,김은성,201906
394,2019-05-02 19:17:00,상품J,1000.0,김준형,201905
2241,2019-04-02 13:51:00,상품J,1000.0,김지원,201904
1745,2019-03-17 09:43:00,상품J,1000.0,김지환,201903
1750,2019-03-11 02:08:00,상품J,1000.0,김원준,201903
2183,2019-06-15 13:02:00,상품J,1000.0,김재현,201906
2814,2019-02-11 03:01:00,상품J,1000.0,김지한,201902
1723,2019-04-30 03:42:00,상품J,1000.0,김시훈,201904
1872,2019-07-29 23:14:00,상품J,1000.0,김태현,201907
1137,2019-07-15 11:38:00,상품J,1000.0,김지훈,201907
2761,2019-03-04 17:24:00,상품J,1000.0,김재원,201903
940,2019-01-16 02:18:00,상품J,1000.0,김지오,201901
1054,2019-05-19 01:58:00,상품J,1000.0,김성우,201905
2176,2019-02-08 11:14:00,상품J,1000.0,김수현,201902
2542,2019-06-02 19:00:00,상품J,1000.0,김지완,201906
560,2019-05-20 10:08:00,상품J,1000.0,김우빈,201905
2154,2019-02-23 14:15:00,상품J,1000.0,김승유,201902
1535,2019-06-26 09:45:00,상품J,1000.0,김우찬,201906
2765,2019-04-21 16:30:00,상품J,1000.0,김시환,201904
2963,2019-04-16 16:13:00,상품J,1000.0,김하율,201904
1408,2019-05-09 00:35:00,상품J,1000.0,김우현,201905
2831,2019-03-25 06:01:00,상품J,1000.0,김태훈,201903
2370,2019-02-15 14:20:00,상품J,1000.0,김성훈,201902
1899,2019-07-05 17:43:00,상품J,1000.0,김원준,201907
2150,2019-07-01 02:53:00,상품J,1000.0,김대현,201907
1438,2019-06-15 00:31:00,상품J,1000.0,김시현,201906
462,2019-04-03 22:51:00,상품J,1000.0,김준영,201904
486,2019-05-15 22:11:00,상품K,1100.0,김서후,201905
2964,2019-01-22 07:54:00,상품K,1100.0,김상현,201901
2671,2019-06-27 08:53:00,상품K,1100.0,김하준,201906
2899,2019-02-10 02:50:00,상품K,1100.0,김민준,201902
1620,2019-04-14 03:24:00,상품K,1100.0,김준형,201904
1502,2019-01-01 17:39:00,상품K,1100.0,김동우,201901
148,2019-07-17 20:15:00,상품K,1100.0,김은혁,201907
85,2019-01-12 05:17:00,상품K,1100.0,김태윤,201901
1605,2019-05-30 22:26:00,상품K,1100.0,김원준,201905
2666,2019-07-28 07:19:00,상품K,1100.0,김태영,201907
289,2019-05-28 20:37:00,상품K,1100.0,김지훈,201905
532,2019-05-30 09:47:00,상품K,1100.0,김태민,201905
499,2019-03-19 21:51:00,상품K,1100.0,김시온,201903
1629,2019-05-04 14:09:00,상품K,1100.0,김지훈,201905
2667,2019-02-18 12:19:00,상품K,1100.0,김유찬,201902
2147,2019-06-08 14:08:00,상품K,1100.0,김승준,201906
2947,2019-03-02 18:15:00,상품K,1100.0,김민찬,201903
2224,2019-01-05 07:30:00,상품K,1100.0,김하율,201901
2184,2019-07-27 07:36:00,상품K,1100.0,김현민,201907
548,2019-01-21 21:10:00,상품K,1100.0,김승후,201901
1534,2019-02-03 19:57:00,상품K,1100.0,정준기,201902
2308,2019-04-17 18:43:00,상품K,1100.0,김서윤,201904
2094,2019-02-06 00:38:00,상품K,1100.0,김성빈,201902
527,2019-07-24 08:57:00,상품K,1100.0,김주혁,201907
2528,2019-01-14 04:53:00,상품K,1100.0,김승주,201901
1331,2019-04-07 11:15:00,상품K,1100.0,김수호,201904
623,2019-06-01 08:38:00,상품K,1100.0,김서진,201906
1360,2019-06-26 19:07:00,상품K,1100.0,김준우,201906
302,2019-01-19 22:20:00,상품K,1100.0,김재희,201901
2099,2019-07-17 23:00:00,상품K,1100.0,김시현,201907
1488,2019-07-29 21:50:00,상품K,1100.0,김윤우,201907
2987,2019-01-04 13:05:00,상품K,1100.0,김정훈,201901
2104,2019-02-24 04:43:00,상품K,1100.0,김하윤,201902
1353,2019-01-02 13:31:00,상품K,1100.0,김건희,201901
1543,2019-02-11 19:12:00,상품K,1100.0,정도형,201902
1505,2019-07-13 10:26:00,상품K,1100.0,김준혁,201907
308,2019-05-11 20:51:00,상품K,1100.0,정준기,201905
1555,2019-01-31 04:56:00,상품K,1100.0,김연호,201901
582,2019-05-13 01:01:00,상품K,1100.0,김시환,201905
2043,2019-04-10 03:13:00,상품K,1100.0,김대현,201904
2601,2019-05-14 03:13:00,상품K,1100.0,김수현,201905
2046,2019-06-01 17:16:00,상품K,1100.0,김도원,201906
715,2019-01-30 08:14:00,상품K,1100.0,김성훈,201901
2902,2019-04-05 08:17:00,상품K,1100.0,김태양,201904
2259,2019-02-19 19:42:00,상품K,1100.0,김우주,201902
670,2019-02-07 15:38:00,상품K,1100.0,김태훈,201902
2288,2019-01-06 16:34:00,상품K,1100.0,정도형,201901
1445,2019-01-21 13:05:00,상품K,1100.0,김규민,201901
2066,2019-02-20 23:03:00,상품K,1100.0,김준형,201902
477,2019-03-25 02:25:00,상품K,1100.0,김준호,201903
1315,2019-03-15 13:47:00,상품K,1100.0,김한결,201903
272,2019-07-16 11:18:00,상품K,1100.0,김재원,201907
1556,2019-02-24 04:18:00,상품K,1100.0,김지오,201902
1527,2019-01-14 18:45:00,상품K,1100.0,김성우,201901
2276,2019-03-14 11:03:00,상품K,1100.0,김지용,201903
2928,2019-02-09 11:56:00,상품K,1100.0,김지율,201902
1014,2019-04-21 11:00:00,상품K,1100.0,김유준,201904
1884,2019-01-09 04:10:00,상품K,1100.0,김서후,201901
836,2019-04-08 07:49:00,상품K,1100.0,김수현,201904
1176,2019-06-03 09:06:00,상품K,1100.0,김범준,201906
1940,2019-05-05 19:21:00,상품K,1100.0,김태양,201905
1889,2019-06-10 17:00:00,상품K,1100.0,김준후,201906
2709,2019-05-25 01:28:00,상품K,1100.0,김서율,201905
911,2019-01-26 17:01:00,상품K,1100.0,김찬우,201901
1097,2019-05-22 00:13:00,상품K,1100.0,김태인,201905
2437,2019-04-29 17:05:00,상품K,1100.0,김성윤,201904
393,2019-01-21 22:23:00,상품K,1100.0,김우주,201901
1088,2019-02-24 07:41:00,상품K,1100.0,김윤재,201902
1087,2019-06-23 21:12:00,상품K,1100.0,김은찬,201906
1753,2019-05-06 22:28:00,상품K,1100.0,김하진,201905
37,2019-03-22 11:16:00,상품K,1100.0,김성윤,201903
1955,2019-04-11 11:51:00,상품K,1100.0,김지민,201904
1685,2019-05-09 16:20:00,상품K,1100.0,김태인,201905
1739,2019-06-09 23:59:00,상품K,1100.0,김규민,201906
921,2019-03-29 22:27:00,상품K,1100.0,김지완,201903
1893,2019-03-17 23:42:00,상품K,1100.0,김지호,201903
1118,2019-06-17 15:11:00,상품K,1100.0,김하준,201906
1720,2019-07-02 04:52:00,상품K,1100.0,김도율,201907
41,2019-05-24 21:39:00,상품K,1100.0,김지민,201905
1915,2019-05-20 19:05:00,상품K,1100.0,김지환,201905
1712,2019-03-28 05:23:00,상품K,1100.0,김주원,201903
1922,2019-01-12 12:46:00,상품K,1100.0,김하랑,201901
100,2019-06-26 00:06:00,상품K,1100.0,김재윤,201906
2832,2019-03-21 08:38:00,상품K,1100.0,김유준,201903
2724,2019-04-06 14:49:00,상품K,1100.0,김준영,201904
1128,2019-01-08 03:45:00,상품K,1100.0,김은호,201901
1931,2019-06-25 13:59:00,상품K,1100.0,김현성,201906
2829,2019-03-28 19:30:00,상품K,1100.0,김지율,201903
2434,2019-02-03 00:52:00,상품K,1100.0,김은우,201902
2719,2019-02-16 20:15:00,상품K,1100.0,김민혁,201902
2716,2019-03-08 01:10:00,상품K,1100.0,김시율,201903
896,2019-05-18 04:25:00,상품K,1100.0,김유찬,201905
2745,2019-02-13 09:13:00,상품K,1100.0,김지민,201902
388,2019-05-19 00:13:00,상품K,1100.0,김하윤,201905
1719,2019-03-31 09:37:00,상품K,1100.0,김승우,201903
784,2019-02-24 09:12:00,상품K,1100.0,김현민,201902
783,2019-04-27 21:24:00,상품K,1100.0,김지호,201904
2813,2019-06-11 01:17:00,상품K,1100.0,김정민,201906
1041,2019-07-03 17:02:00,상품K,1100.0,김강현,201907
196,2019-07-17 02:53:00,상품K,1100.0,김태영,201907
942,2019-04-02 16:05:00,상품K,1100.0,김민호,201904
386,2019-06-17 05:08:00,상품K,1100.0,김상현,201906
1817,2019-01-01 07:57:00,상품K,1100.0,김태우,201901
2780,2019-04-08 09:54:00,상품K,1100.0,김주현,201904
2374,2019-03-10 21:55:00,상품K,1100.0,김도훈,201903
1046,2019-05-09 00:04:00,상품K,1100.0,김상민,201905
800,2019-06-08 16:39:00,상품K,1100.0,김도훈,201906
1970,2019-07-23 11:00:00,상품K,1100.0,김유준,201907
178,2019-04-15 19:36:00,상품K,1100.0,김현승,201904
1019,2019-05-30 19:49:00,상품L,1200.0,김유준,201905
1013,2019-02-01 02:08:00,상품L,1200.0,김원준,201902
456,2019-07-01 05:34:00,상품L,1200.0,김태현,201907
889,2019-07-05 11:48:00,상품L,1200.0,김재희,201907
2789,2019-03-26 10:08:00,상품L,1200.0,김우준,201903
2191,2019-02-03 06:17:00,상품L,1200.0,김범준,201902
1829,2019-03-01 19:20:00,상품L,1200.0,김민서,201903
1530,2019-04-22 17:30:00,상품L,1200.0,김다온,201904
76,2019-06-10 18:21:00,상품L,1200.0,김지한,201906
1826,2019-02-15 17:40:00,상품L,1200.0,김우영,201902
1368,2019-03-29 09:55:00,상품L,1200.0,김은율,201903
11,2019-06-08 11:32:00,상품L,1200.0,김도윤,201906
2572,2019-05-13 23:38:00,상품L,1200.0,김승후,201905
276,2019-03-06 18:26:00,상품L,1200.0,김준서,201903
2725,2019-07-18 21:48:00,상품L,1200.0,김지오,201907
2827,2019-03-08 19:47:00,상품L,1200.0,김호준,201903
1131,2019-01-05 12:59:00,상품L,1200.0,김재혁,201901
1025,2019-07-02 23:56:00,상품L,1200.0,김유진,201907
2622,2019-01-07 16:25:00,상품L,1200.0,김민준,201901
2731,2019-03-12 07:26:00,상품L,1200.0,김범준,201903
1008,2019-07-14 08:24:00,상품L,1200.0,김우준,201907
2390,2019-07-31 23:05:00,상품L,1200.0,김주혁,201907
883,2019-01-18 10:33:00,상품L,1200.0,김재윤,201901
287,2019-06-06 14:14:00,상품L,1200.0,김시우,201906
1521,2019-01-01 23:51:00,상품L,1200.0,김성빈,201901
2156,2019-04-29 05:35:00,상품L,1200.0,김지한,201904
1879,2019-03-02 01:53:00,상품L,1200.0,김동현,201903
2371,2019-05-04 18:39:00,상품L,1200.0,김규민,201905
1406,2019-03-23 20:08:00,상품L,1200.0,김지한,201903
2970,2019-03-15 11:17:00,상품L,1200.0,김시훈,201903
1404,2019-02-20 10:23:00,상품L,1200.0,김성우,201902
1078,2019-07-01 15:43:00,상품L,1200.0,김현준,201907
2411,2019-05-02 03:54:00,상품L,1200.0,김지민,201905
2588,2019-03-07 16:03:00,상품L,1200.0,김윤우,201903
2010,2019-05-12 06:20:00,상품L,1200.0,김승빈,201905
2976,2019-07-11 00:11:00,상품L,1200.0,김윤찬,201907
570,2019-01-27 22:43:00,상품L,1200.0,김현석,201901
152,2019-04-14 20:59:00,상품L,1200.0,김성준,201904
267,2019-04-01 08:16:00,상품L,1200.0,김도윤,201904
1504,2019-02-10 15:53:00,상품L,1200.0,김주영,201902
1101,2019-01-07 07:25:00,상품L,1200.0,김성준,201901
2597,2019-03-05 07:18:00,상품L,1200.0,김은호,201903
1102,2019-01-02 13:52:00,상품L,1200.0,김현성,201901
2751,2019-02-25 21:04:00,상품L,1200.0,김예찬,201902
1106,2019-01-08 04:31:00,상품L,1200.0,김시윤,201901
384,2019-03-24 21:26:00,상품L,1200.0,김규현,201903
2982,2019-02-18 16:53:00,상품L,1200.0,김민서,201902
